record_index,working_ion,electrode_uid,dup_exact_electrode_uid,dup_same_ion_framework_charge_discharge_formula,dup_same_ion_charge_discharge_ids,dup_same_framework_uid,dup_same_ion_battery_formula_framework
Li_001653,Li,el_cf3f013369fab2aa,False,False,False,False,False
Li_001654,Li,el_16b627456fee0504,False,True,False,True,True
Li_001655,Li,el_da6f4dcb03ed22a0,False,True,False,True,True
Li_001656,Li,el_545ac05bde3b518d,False,False,False,False,False
Li_001657,Li,el_4bdde6e38d3c7134,False,False,False,True,False
Li_001658,Li,el_a8b1324df55ea31f,False,False,False,False,False
Li_001659,Li,el_0f0473c687914943,False,False,False,True,False
Li_001660,Li,el_8a5b9fda8f70819e,False,False,False,False,False
Li_001661,Li,el_3a00b4314d407280,False,False,False,False,False
Li_001662,Li,el_d88a42ced3d02b38,False,False,False,False,False
Li_001663,Li,el_412f249023434570,False,False,False,False,False
Li_001664,Li,el_628eb2914183b2db,False,False,False,False,False
Li_001665,Li,el_ae8df9f582323ef8,False,False,False,False,False
Li_001666,Li,el_500227694bfab7b4,False,False,False,False,False
Li_001667,Li,el_83c31032bc19dbe7,False,False,False,True,False
Li_001668,Li,el_a9fa8cf04d4eb287,False,False,False,False,False
Li_001669,Li,el_f9f5ab1fcc0d3bf8,False,True,False,True,True
Li_001670,Li,el_ed163ed0c8a74443,False,True,False,True,True
Li_001671,Li,el_616157897120cdac,False,True,False,True,True
Li_001672,Li,el_4df541fdf564e9c2,False,True,False,True,True
Li_001673,Li,el_e76530130386f3a5,False,False,False,True,False
Li_001674,Li,el_8aa126ca9c6a4c96,False,False,False,True,False
Li_001675,Li,el_389527e1eac9c0b3,False,False,False,False,False
Li_001676,Li,el_c70162d4803b54aa,False,True,False,True,True
Li_001677,Li,el_5263ab068b4d5784,False,False,False,True,False
Li_001678,Li,el_53396b5a2a9f1cc8,False,False,False,False,False
Li_001679,Li,el_c3e263ddec81d5be,False,False,False,False,False
Li_001680,Li,el_facbe6009952a7cb,False,True,False,True,True
Li_001681,Li,el_f97e8c8405b25161,False,True,False,True,True
Li_001682,Li,el_2f510255791df873,False,False,False,False,False
Li_001683,Li,el_81fbad3efef91e69,False,False,False,False,False
Li_001684,Li,el_fdc564dad2c2e2d6,False,False,False,False,False
Li_001685,Li,el_3e9aa3f7cfa437c1,False,False,False,True,False
Li_001686,Li,el_09da9ee7c9053931,False,False,False,True,False
Li_001687,Li,el_b6123ddf43d6faed,False,False,False,False,False
Li_001688,Li,el_f440258a4cc1ae48,False,False,False,False,False
Li_001689,Li,el_f24a9d6d42c0d9d7,False,False,False,True,False
Li_001690,Li,el_d05ac0e73eb4e6c6,False,False,False,False,False
Li_001691,Li,el_79492d24f949cd1a,False,False,False,True,False
Li_001692,Li,el_361dc7e6a60dbc47,False,False,False,False,False
Li_001693,Li,el_6871216f687f3f41,False,False,False,False,False
Li_001694,Li,el_551f4decea95cb4c,False,False,False,False,False
Li_001695,Li,el_673044e7de0bc2aa,False,False,False,False,False
Li_001696,Li,el_3f2f4d29edb16e45,False,False,False,True,False
Li_001697,Li,el_25323e9b3a60d2dc,False,False,False,True,False
Li_001698,Li,el_c9eed32abf22d9c6,False,False,False,True,False
Li_001699,Li,el_697a96dbc53532a5,False,False,False,True,False
Li_001700,Li,el_fa6c0b845af35b26,False,False,False,True,False
Li_001701,Li,el_7540ec3639f04c6d,False,False,False,False,False
Li_001702,Li,el_639cc4d1eb1bf04c,False,False,False,False,False
Li_001703,Li,el_eaf339da2616f356,False,False,False,False,False
Li_001704,Li,el_7576cc1ff9cbed35,False,False,False,True,False
Li_001705,Li,el_1edd075f50513eeb,False,False,False,True,False
Li_001706,Li,el_a9e1e182058d8251,False,False,False,True,False
Li_001707,Li,el_90c9dddac45a290b,False,True,False,True,True
Li_001708,Li,el_72c0dd7cc6bcc3e5,False,False,False,True,False
Li_001709,Li,el_d21ec780224dc910,False,True,False,True,True
Li_001710,Li,el_e13c6f71e0e816be,False,False,False,False,False
Li_001711,Li,el_f35de43f6bcf517d,False,False,False,False,False
Li_001712,Li,el_cd7f0c38d118fbd0,False,False,False,False,False
Li_001713,Li,el_4c5788f195ef8e35,False,False,False,False,False
Li_001714,Li,el_8e47fc7315752979,False,True,False,True,True
Li_001715,Li,el_d329c695e2c44d5e,False,False,False,True,False
Li_001716,Li,el_97b9c0c1c847b278,False,False,False,True,False
Li_001717,Li,el_d005c65c7eb5da33,False,True,False,True,True
Li_001718,Li,el_c68c768aea9008ae,False,False,False,False,False
Li_001719,Li,el_a723688e63877db3,False,False,False,True,False
Li_001720,Li,el_458643d053ae107e,False,True,False,True,True
Li_001721,Li,el_6f22f54468e47d05,False,False,False,False,False
Li_001722,Li,el_228caaf081630669,False,False,False,False,False
Li_001723,Li,el_bc143b36af3cf0b7,False,True,False,True,True
Li_001724,Li,el_0cde9697d5be46b0,False,True,False,True,True
Li_001725,Li,el_e15d08399c288b19,False,False,False,False,False
Li_001726,Li,el_cf7a2de3859ee8a4,False,True,False,True,True
Li_001727,Li,el_167686ae3d269a7e,False,False,False,False,False
Li_001728,Li,el_9e76c8d01ca8990a,False,False,False,False,False
Li_001729,Li,el_07aab84cb5355108,False,False,False,False,False
Li_001730,Li,el_0d58991b51a6567e,False,False,False,False,False
Li_001731,Li,el_4b0a7531aad8bdee,False,False,False,False,False
Li_001732,Li,el_0a4358f150844a83,False,False,False,False,False
Li_001733,Li,el_7cf8166f79c9b257,False,False,False,False,False
Li_001734,Li,el_194c624cf2869bde,False,False,False,False,False
Li_001735,Li,el_0353820cc277e809,False,False,False,False,False
Li_001736,Li,el_4ac93a8bff405dd0,False,False,False,False,False
Li_001737,Li,el_88a87c88f881bab9,False,False,False,False,False
Li_001738,Li,el_a2c6e2bce9837fb8,False,False,False,False,False
Li_001739,Li,el_61420647b5c21d4d,False,True,False,True,True
Li_001740,Li,el_0c3522732037beac,False,False,False,True,False
Li_001741,Li,el_0d24e5581996d4f6,False,True,False,True,True
Li_001742,Li,el_21bcb6683d2275b8,False,False,False,False,False
Li_001743,Li,el_16556f38333b80dc,False,False,False,False,False
Li_001744,Li,el_37c29b8625dfc20a,False,False,False,False,False
Li_001745,Li,el_bb712b55cda5660b,False,False,False,False,False
Li_001746,Li,el_c519af1079abc14f,False,False,False,True,False
Li_001747,Li,el_ea42d1bdabc8eedf,False,False,False,True,False
Li_001748,Li,el_fb01f831c0ff3ccf,False,False,False,False,False
Li_001749,Li,el_a196ee6a8c5e3b98,False,False,False,False,False
Li_001750,Li,el_f187a640eba12fb7,False,True,False,True,True
Li_001751,Li,el_94e9e7e9bc1ab3a9,False,True,False,True,True
Li_001752,Li,el_04165bfc2ee562e1,False,True,False,True,True
Li_001753,Li,el_6a8da726f87a2eec,False,True,False,True,True
Li_001754,Li,el_2e3152d10768d4df,False,False,False,False,False
Li_001755,Li,el_cb7396d717dddfbd,False,False,False,False,False
Li_001756,Li,el_7e4392595c7d4b20,False,False,False,False,False
Li_001757,Li,el_ce9a36094aa587de,False,False,False,True,False
Li_001758,Li,el_8f3dcfd044d93cdc,False,False,False,False,False
Li_001759,Li,el_fc80a6257c6151ba,False,False,False,False,False
Li_001760,Li,el_f6cbb61b2fba023e,False,False,False,False,False
Li_001761,Li,el_91c9381deb089df0,False,False,False,False,False
Li_001762,Li,el_574abff2f769b458,False,False,False,True,False
Li_001763,Li,el_52d57d88381dc807,False,False,False,False,False
Li_001764,Li,el_e7794949e65603d0,False,True,False,True,True
Li_001765,Li,el_58c79226990f3ac7,False,False,False,True,False
Li_001766,Li,el_42b258ac5753c165,False,False,False,True,False
Li_001767,Li,el_754bdf66a68f309a,False,False,False,False,False
Li_001768,Li,el_19f67cc7f6cd3259,False,False,False,True,False
Li_001769,Li,el_8e7199dec63027cf,False,False,False,True,False
Li_001770,Li,el_21b88290534cdb31,False,True,False,True,True
Li_001771,Li,el_a06e17872b168462,False,False,False,False,False
Li_001772,Li,el_d7dd992edd57e353,False,False,False,True,False
Li_001773,Li,el_1701b3021e937bd1,False,False,False,True,False
Li_001774,Li,el_86cb5cf4efcf6888,False,False,False,True,False
Li_001775,Li,el_5c1c7467156785fd,False,True,False,True,True
Li_001776,Li,el_609e73dff6fc3abe,False,False,False,False,False
Li_001777,Li,el_3981cef9c415a778,False,True,False,True,True
Li_001778,Li,el_e352fb4d157ac499,False,False,False,False,False
Li_001779,Li,el_61385c361c98e5f0,False,False,False,False,False
Li_001780,Li,el_d8ba481a91cfd9e8,False,False,False,False,False
Li_001781,Li,el_0f1f826e319a9b8d,False,False,False,False,False
Li_001782,Li,el_c4d02aecbe60e6d4,False,True,False,True,True
Li_001783,Li,el_f5083a9e0c8f79c1,False,True,False,True,True
Li_001784,Li,el_27bebe9bdeb4f865,False,False,False,True,False
Li_001785,Li,el_ad946c26ff8e6060,False,True,False,True,True
Li_001786,Li,el_2476187cb175a414,False,True,False,True,True
Li_001787,Li,el_b2a312053302e904,False,True,False,True,True
Li_001788,Li,el_365efa5f529a0149,False,True,False,True,True
Li_001789,Li,el_0eab7aef723d2386,False,True,False,True,True
Li_001790,Li,el_aa24bba5f95074e4,False,True,False,True,True
Li_001791,Li,el_f7788372014f0bd1,False,True,False,True,True
Li_001792,Li,el_dc317bd4c64a1f3c,False,True,False,True,True
Li_001793,Li,el_0cd0f05e4758ab74,False,False,False,False,False
Li_001794,Li,el_863ed96c4ef4a294,False,True,False,True,True
Li_001795,Li,el_00919523bbea8968,False,False,False,True,False
Li_001796,Li,el_54227f3babc18b1c,False,False,False,False,False
Li_001797,Li,el_7acf0fb17a52bf59,False,True,False,True,True
Li_001798,Li,el_be7e42e68eb74e36,False,False,False,False,False
Li_001799,Li,el_a055f29e4af77859,False,True,False,True,True
Li_001800,Li,el_df9d7d3183fbad83,False,True,False,True,True
Li_001801,Li,el_67750af8dccfa879,False,False,False,True,False
Li_001802,Li,el_dc34682853350d94,False,False,False,True,False
Li_001803,Li,el_64fd22a0ecb3d4bc,False,True,False,True,True
Li_001804,Li,el_85f1acd39521d754,False,False,False,True,False
Li_001805,Li,el_3710ffc1a9dc9a9d,False,True,False,True,True
Li_001806,Li,el_174381f28d767f3f,False,True,False,True,True
Li_001807,Li,el_e55f9c37d7fbaa86,False,True,False,True,True
Li_001808,Li,el_f1e38849264dcb0b,False,True,False,True,True
Li_001809,Li,el_291199116e33b99d,False,True,False,True,True
Li_001810,Li,el_143bf8420db298eb,False,True,False,True,True
Li_001811,Li,el_a268d0281f225491,False,True,False,True,True
Li_001812,Li,el_d8ab6ea07af57dd8,False,True,False,True,True
Li_001813,Li,el_23a5b9f79de1d37e,False,True,False,True,True
Li_001814,Li,el_463da36d090241d6,False,False,False,True,False
Li_001815,Li,el_acf20c550a05df91,False,False,False,False,False
Li_001816,Li,el_6d81538088590788,False,True,False,True,True
Li_001817,Li,el_196b6e59ead7896d,False,True,False,True,True
Li_001818,Li,el_73f4a47491e602e2,False,False,False,False,False
Li_001819,Li,el_8ff179e8d3c318c0,False,False,False,True,False
Li_001820,Li,el_7fc459b5260a0332,False,False,False,True,False
Li_001821,Li,el_69879cd0a4b6d0cf,False,False,False,False,False
Li_001822,Li,el_7382c1b821f65847,False,True,False,True,True
Li_001823,Li,el_488b8eb294491592,False,False,False,False,False
Li_001824,Li,el_6e341d4d2e78286d,False,False,False,False,False
Li_001825,Li,el_90df6024a23c4bb9,False,False,False,False,False
Li_001826,Li,el_924771d96e2392cf,False,True,False,True,True
Li_001827,Li,el_78b7d17517d2e098,False,False,False,False,False
Li_001828,Li,el_16c486fc4e20e095,False,True,False,True,True
Li_001829,Li,el_768c77744ebf391d,False,True,False,True,True
Li_001830,Li,el_bc81f68c207c5725,False,True,False,True,True
Li_001831,Li,el_37c81f3bdc365fe9,False,True,False,True,True
Li_001832,Li,el_0a49617a91b4d16e,False,True,False,True,True
Li_001833,Li,el_e2ec94ad1cb0f4f5,False,False,False,True,False
Li_001834,Li,el_dea4f90e8bb28971,False,True,False,True,True
Li_001835,Li,el_f969581f77e64a0b,False,False,False,False,False
Li_001836,Li,el_3eb810018202206a,False,False,False,True,False
Li_001837,Li,el_26c59830d8e1a161,False,True,False,True,True
Li_001838,Li,el_052eef73af3504dc,False,False,False,False,False
Li_001839,Li,el_3cee6443d97b57ea,False,False,False,False,False
Li_001840,Li,el_13c39dcea47d1f24,False,True,False,True,True
Li_001841,Li,el_94b581ab1e7a1aaa,False,False,False,False,False
Li_001842,Li,el_efca51749aaca50a,False,False,False,False,False
Li_001843,Li,el_7809ed63788ad15d,False,False,False,False,False
Li_001844,Li,el_a441638926057982,False,False,False,False,False
Li_001845,Li,el_83b7b41d44e1ef5c,False,True,False,True,True
Li_001846,Li,el_ae68bc4dcc53f60b,False,False,False,False,False
Li_001847,Li,el_94890dc57566af66,False,True,False,True,True
Li_001848,Li,el_04a6b7019093f5bc,False,False,False,False,False
Li_001849,Li,el_e3ee1d30f828214f,False,True,False,True,True
Li_001850,Li,el_4989e928f27a7c38,False,True,False,True,True
Li_001851,Li,el_82b6fafbf4e73dc7,False,True,False,True,True
Li_001852,Li,el_dcf851af584f00f8,False,False,False,True,False
Li_001853,Li,el_2043a48d9c843525,False,False,False,False,False
Li_001854,Li,el_ab7f02ebe24589ba,False,True,False,True,True
Li_001855,Li,el_5fa4148745e830b6,False,False,False,False,False
Li_001856,Li,el_37fd5627f66185fd,False,False,False,True,False
Li_001857,Li,el_56125ba5262c0a1f,False,False,False,False,False
Li_001858,Li,el_1be40fef65012d9c,False,False,False,False,False
Li_001859,Li,el_d3d7dc2b0892f1ef,False,False,False,False,False
Li_001860,Li,el_7fbf891bc296a93f,False,False,False,False,False
Li_001861,Li,el_e7a091caed988052,False,False,False,False,False
Li_001862,Li,el_a344a749cbad6d22,False,False,False,False,False
Li_001863,Li,el_21d18cdc234ba3a6,False,False,False,False,False
Li_001864,Li,el_7fe5508329062aca,False,False,False,True,False
Li_001865,Li,el_3d9de0527c46f6ed,False,False,False,False,False
Li_001866,Li,el_e12d2062030bc7a7,False,False,False,True,False
Li_001867,Li,el_737c29434a243207,False,False,False,False,False
Li_001868,Li,el_636c4e5ca43b4727,False,False,False,False,False
Li_001869,Li,el_a9d26a6a1acf6244,False,False,False,False,False
Li_001870,Li,el_955d3cda393d94bc,False,False,False,True,False
Li_001871,Li,el_d954dd197277be43,False,False,False,False,False
Li_001872,Li,el_b76f2fb55397df13,False,False,False,False,False
Li_001873,Li,el_5eb90471dccbafd8,False,False,False,False,False
Li_001874,Li,el_27f856e21f25f10c,False,False,False,True,False
Li_001875,Li,el_a454ed096cd481cd,False,False,False,False,False
Li_001876,Li,el_0e938c6e0e29a9d0,False,True,False,True,True
Li_001877,Li,el_987f1da3505bc305,False,True,False,True,True
Li_001878,Li,el_886b3b4ef60fcb6b,False,True,False,True,True
Li_001879,Li,el_8e46e04fb4fb8e8f,False,True,False,True,True
Li_001880,Li,el_8237e15fdb9ed895,False,True,False,True,True
Li_001881,Li,el_3983bc9cd59f8906,False,True,False,True,True
Li_001882,Li,el_7b1de3995110e252,False,True,False,True,True
Li_001883,Li,el_22a4486210ba3942,False,True,False,True,True
Li_001884,Li,el_5c1082973db31583,False,False,False,False,False
Li_001885,Li,el_990bdfbc9db6e609,False,True,False,True,True
Li_001886,Li,el_5c2a6b0aeb8520a7,False,True,False,True,True
Li_001887,Li,el_60af9f31ee008d70,False,True,False,True,True
Li_001888,Li,el_e831a2aec9aff5d6,False,True,False,True,True
Li_001889,Li,el_b3c460d6d788655f,False,False,False,False,False
Li_001890,Li,el_720170c93a12ba36,False,True,False,True,True
Li_001891,Li,el_954b155cc452ce02,False,False,False,False,False
Li_001892,Li,el_2e326cbd91dfd8f6,False,False,False,False,False
Li_001893,Li,el_5930a7cafd880861,False,True,False,True,True
Li_001894,Li,el_6283e79186df89d5,False,False,False,True,False
Li_001895,Li,el_66cb9ce55cc6363f,False,True,False,True,True
Li_001896,Li,el_3c8a032ca84a2f73,False,True,False,True,True
Li_001897,Li,el_a6e730598c1f2f60,False,True,False,True,True
Li_001898,Li,el_398a34f13d6ec1de,False,False,False,True,False
Li_001899,Li,el_5ac8d3d0fca38a30,False,True,False,True,True
Li_001900,Li,el_24cd2a7d2974100c,False,True,False,True,True
Li_001901,Li,el_0eeb86e0c656991e,False,False,False,True,False
Li_001902,Li,el_b5b5ebc89bb3e22c,False,True,False,True,True
Li_001903,Li,el_e8264e4c7a410ac4,False,True,False,True,True
Li_001904,Li,el_e481a7fb206663fb,False,True,False,True,True
Li_001905,Li,el_80ce65fb28529ef5,False,True,False,True,True
Li_001906,Li,el_306af908c6803b80,False,True,False,True,True
Li_001907,Li,el_4936cc42a4f19d2f,False,False,False,False,False
Li_001908,Li,el_47e865ee42cd8416,False,True,False,True,True
Li_001909,Li,el_f692dd7afbd34ccc,False,True,False,True,True
Li_001910,Li,el_f463e78208a58c0f,False,False,False,True,False
Li_001911,Li,el_fa26e8864b5a096f,False,True,False,True,True
Li_001912,Li,el_919c43aaf00a4a88,False,True,False,True,True
Li_001913,Li,el_f88c47bcbb9b95e3,False,True,False,True,True
Li_001914,Li,el_ce311095d275dffc,False,True,False,True,True
Li_001915,Li,el_3b0b9bb0c242ac06,False,False,False,True,False
Li_001916,Li,el_1db14d3dd673c0f8,False,False,False,True,False
Li_001917,Li,el_bc2b50c428de5ac6,False,True,False,True,True
Li_001918,Li,el_8586dac43dfa463e,False,True,False,True,True
Li_001919,Li,el_8ff1125c33e7789e,False,False,False,False,False
Li_001920,Li,el_2e71a1a7fa0ff642,False,True,False,True,True
Li_001921,Li,el_e32e4995cae6fcfc,False,True,False,True,True
Li_001922,Li,el_4eb6f999406a4f76,False,True,False,True,True
Li_001923,Li,el_117bb8914d6760be,False,True,False,True,True
Li_001924,Li,el_294eea11bbcf632b,False,False,False,True,False
Li_001925,Li,el_e89efdc783180b29,False,True,False,True,True
Li_001926,Li,el_5cc25f410fb9575c,False,True,False,True,True
Li_001927,Li,el_fe73bed481ea9db0,False,True,False,True,True
Li_001928,Li,el_eacfbd9639e05776,False,True,False,True,True
Li_001929,Li,el_cc1b5d92eb1b43f9,False,True,False,True,True
Li_001930,Li,el_37511d2032bdd9c1,False,True,False,True,True
Li_001931,Li,el_2d93e9b036d16543,False,False,False,False,False
Li_001932,Li,el_cef9d3b8d2cd6fee,False,True,False,True,True
Li_001933,Li,el_94db64ffd7d81374,False,True,False,True,True
Li_001934,Li,el_7310c3164da6695b,False,True,False,True,True
Li_001935,Li,el_c582cc18a208d0f8,False,True,False,True,True
Li_001936,Li,el_44871bd1a9bced71,False,True,False,True,True
Li_001937,Li,el_15de8e8ba17a3d5a,False,False,False,False,False
Li_001938,Li,el_791a2aa2e22e8ca5,False,True,False,True,True
Li_001939,Li,el_c834866507710fd8,False,True,False,True,True
Li_001940,Li,el_cf68addfa92435b1,False,True,False,True,True
Li_001941,Li,el_01a5a2b3f9e9e379,False,False,False,True,False
Li_001942,Li,el_b73a28039a844787,False,True,False,True,True
Li_001943,Li,el_1bedd987033b97d4,False,True,False,True,True
Li_001944,Li,el_1924895b5276af42,False,True,False,True,True
Li_001945,Li,el_212f6d01eda9accf,False,True,False,True,True
Li_001946,Li,el_19d3b1a4cbe7e4fa,False,False,False,True,False
Li_001947,Li,el_ec8ed1f5fa954199,False,True,False,True,True
Li_001948,Li,el_45fe650b9e904519,False,True,False,True,True
Li_001949,Li,el_089f7b394f006f07,False,True,False,True,True
Li_001950,Li,el_49ec7fdeaf876491,False,True,False,True,True
Li_001951,Li,el_16ad9855ebad7299,False,True,False,True,True
Li_001952,Li,el_90ce1253e08d592f,False,True,False,True,True
Li_001953,Li,el_1ed78e027e48747f,False,True,False,True,True
Li_001954,Li,el_1cf8c7a1254f1fb7,False,True,False,True,True
Li_001955,Li,el_47db7e37e5d905fe,False,True,False,True,True
Li_001956,Li,el_1530107c91f6eda6,False,True,False,True,True
Li_001957,Li,el_79fd2d0624c5f3ea,False,True,False,True,True
Li_001958,Li,el_b96dbfccea38607e,False,True,False,True,True
Li_001959,Li,el_9bd1c404e7006c83,False,True,False,True,True
Li_001960,Li,el_d4856c18d2dc0609,False,False,False,False,False
Li_001961,Li,el_e7213d32a73a9999,False,True,False,True,True
Li_001962,Li,el_55eea5cc5b406521,False,False,False,False,False
Li_001963,Li,el_2da1131b0a5e9bf3,False,True,False,True,True
Li_001964,Li,el_f5a862d2f18f1898,False,True,False,True,True
Li_001965,Li,el_8aa1493f6663e2f5,False,True,False,True,True
Li_001966,Li,el_0f8273d9a49c9b99,False,True,False,True,True
Li_001967,Li,el_267a53cacedbc7d9,False,True,False,True,True
Li_001968,Li,el_a4a35f2e5acd8898,False,True,False,True,True
Li_001969,Li,el_8f4dba53bea6a11d,False,True,False,True,True
Li_001970,Li,el_3fd9b943d762e590,False,True,False,True,True
Li_001971,Li,el_3ec430d371613c29,False,True,False,True,True
Li_001972,Li,el_a94b2b0499f3497d,False,True,False,True,True
Li_001973,Li,el_f703e107a48114cd,False,True,False,True,True
Li_001974,Li,el_e4c7c78fa7592809,False,True,False,True,True
Li_001975,Li,el_b421b656e22bc53b,False,True,False,True,True
Li_001976,Li,el_16556dfb7b6fcab9,False,True,False,True,True
Li_001977,Li,el_e3646e41fa7e49ce,False,True,False,True,True
Li_001978,Li,el_c8838b9736de9ae7,False,True,False,True,True
Li_001979,Li,el_0a8d7eb18c478178,False,True,False,True,True
Li_001980,Li,el_cda67fa75cb40e60,False,True,False,True,True
Li_001981,Li,el_5ec5c475a177c1ef,False,True,False,True,True
Li_001982,Li,el_2536b100819a20f0,False,True,False,True,True
Li_001983,Li,el_f0f60692761dd0af,False,True,False,True,True
Li_001984,Li,el_503b47c3e52e8683,False,True,False,True,True
Li_001985,Li,el_6ec61cfc73587ad3,False,False,False,True,False
Li_001986,Li,el_dcd109c43c6ac752,False,True,False,True,True
Li_001987,Li,el_319a96f4c150e2d6,False,True,False,True,True
Li_001988,Li,el_83c4280adafcd266,False,True,False,True,True
Li_001989,Li,el_f75c61347f596300,False,True,False,True,True
Li_001990,Li,el_33c9ad56edd83e2b,False,True,False,True,True
Li_001991,Li,el_fa30e71c960e2df2,False,True,False,True,True
Li_001992,Li,el_77d2be0fb50dd860,False,True,False,True,True
Li_001993,Li,el_adfff4bf117c32c0,False,True,False,True,True
Li_001994,Li,el_d9963a8b51ee9154,False,True,False,True,True
Li_001995,Li,el_011451f604fcb129,False,True,False,True,True
Li_001996,Li,el_2168090ea6c37514,False,True,False,True,True
Li_001997,Li,el_60fff7921101f627,False,True,False,True,True
Li_001998,Li,el_9b663afef3f6bc67,False,True,False,True,True
Li_001999,Li,el_20699874717b1ddf,False,True,False,True,True
Li_002000,Li,el_6b9cadbad56977e3,False,True,False,True,True
Li_002001,Li,el_6d5522365d183c7a,False,True,False,True,True
Li_002002,Li,el_8e27e365b945c227,False,True,False,True,True
Li_002003,Li,el_fbe1a37c69285ef8,False,True,False,True,True
Li_002004,Li,el_dfffe10e3b19fdef,False,True,False,True,True
Li_002005,Li,el_621d6def5017dbbe,False,True,False,True,True
Li_002006,Li,el_c5f077b4ba89f3e5,False,True,False,True,True
Li_002007,Li,el_696033d495be55a4,False,True,False,True,True
Li_002008,Li,el_4325fd83271c4317,False,True,False,True,True
Li_002009,Li,el_48491a4692c4b774,False,True,False,True,True
Li_002010,Li,el_1e220a3e3a08e98b,False,True,False,True,True
Li_002011,Li,el_ee5118b9bcaecc54,False,True,False,True,True
Li_002012,Li,el_55d75cdfcda8cea3,False,False,False,True,False
Li_002013,Li,el_b5557cb33b5c7d03,False,True,False,True,True
Li_002014,Li,el_8fc4003b3b562164,False,True,False,True,True
Li_002015,Li,el_aa7990538f4f2944,False,True,False,True,True
Li_002016,Li,el_e5c69eaee2bc63f4,False,True,False,True,True
Li_002017,Li,el_97961fae2a3c0edf,False,True,False,True,True
Li_002018,Li,el_3ced8215ab2070a2,False,True,False,True,True
Li_002019,Li,el_ba1808e900f15e74,False,True,False,True,True
Li_002020,Li,el_a345dd61325f0743,False,True,False,True,True
Li_002021,Li,el_2e097381219a455b,False,True,False,True,True
Li_002022,Li,el_d6572094ac5640d5,False,True,False,True,True
Li_002023,Li,el_5ae9553d0eef2365,False,True,False,True,True
Li_002024,Li,el_320b6f6a8e5d9adf,False,True,False,True,True
Li_002025,Li,el_2d6e378166a8ad20,False,True,False,True,True
Li_002026,Li,el_aaf804051d4e33c4,False,True,False,True,True
Li_002027,Li,el_b1d2b7baf8cc2c2d,False,True,False,True,True
Li_002028,Li,el_d52378f701a9b812,False,True,False,True,True
Li_002029,Li,el_f3330cf43b8d155f,False,True,False,True,True
Li_002030,Li,el_f1cc854cea7f4a0e,False,True,False,True,True
Li_002031,Li,el_b1923fff3576bccd,False,True,False,True,True
Li_002032,Li,el_d24fdf5f27e6c62f,False,False,False,False,False
Li_002033,Li,el_f0f4a788995b2c2b,False,False,False,False,False
Li_002034,Li,el_69eba4cbebb9a82c,False,False,False,True,False
Li_002035,Li,el_b4f284ec4754ee42,False,True,False,True,True
Li_002036,Li,el_cee1cd1b5c78cffb,False,True,False,True,True
Li_002037,Li,el_2008da7415faede2,False,False,False,False,False
Li_002038,Li,el_e35c936876c71506,False,True,False,True,True
Li_002039,Li,el_2dd2f95371bd170c,False,True,False,True,True
Li_002040,Li,el_eb3cfd5a1d775e4c,False,True,False,True,True
Li_002041,Li,el_d8b09f327fe02acd,False,True,False,True,True
Li_002042,Li,el_1b4a291b2a2b340c,False,False,False,True,False
Li_002043,Li,el_4a56a0b0be6570ab,False,True,False,True,True
Li_002044,Li,el_c2bd533fcf3d4772,False,True,False,True,True
Li_002045,Li,el_58a68067c114c152,False,True,False,True,True
Li_002046,Li,el_543a37fdf8d36fc8,False,True,False,True,True
Li_002047,Li,el_c81fbef84df1e91d,False,True,False,True,True
Li_002048,Li,el_f691bcca5603a20e,False,True,False,True,True
Li_002049,Li,el_4c5067ffc64fc7ad,False,False,False,True,False
Li_002050,Li,el_dfd155c2ed2ef13e,False,False,False,True,False
Li_002051,Li,el_1a16fb1185fc9592,False,False,False,True,False
Li_002052,Li,el_7fc72d8c7eee7528,False,False,False,True,False
Li_002053,Li,el_d32f3342e3e1acaf,False,True,False,True,True
Li_002054,Li,el_3aac5e00b2c3eecf,False,True,False,True,True
Li_002055,Li,el_81b6c9dad42e6881,False,True,False,True,True
Li_002056,Li,el_d7b0d39c85eaae9d,False,True,False,True,True
Li_002057,Li,el_c5c2735022c7581b,False,True,False,True,True
Li_002058,Li,el_0bfe07e24832f881,False,True,False,True,True
Li_002059,Li,el_64f4542de0f978fa,False,True,False,True,True
Li_002060,Li,el_04bf48519131b799,False,True,False,True,True
Li_002061,Li,el_60de521a0553ac21,False,True,False,True,True
Li_002062,Li,el_58ad9c0cba10e0b6,False,True,False,True,True
Li_002063,Li,el_21a0db58c26b30f5,False,True,False,True,True
Li_002064,Li,el_66a6f1df2a0b8404,False,True,False,True,True
Li_002065,Li,el_30eda06670def54b,False,True,False,True,True
Li_002066,Li,el_8bd030f548b7ec72,False,True,False,True,True
Li_002067,Li,el_2400987411baa24c,False,True,False,True,True
Li_002068,Li,el_1bcf4c4b6d383ee5,False,True,False,True,True
Li_002069,Li,el_4ec6981bed591814,False,True,False,True,True
Li_002070,Li,el_5f5272dc22006e74,False,True,False,True,True
Li_002071,Li,el_460c92cdb4197956,False,True,False,True,True
Li_002072,Li,el_79f364249583890b,False,True,False,True,True
Li_002073,Li,el_2d78f34b98cdf4a6,False,True,False,True,True
Li_002074,Li,el_4e7c83a24e607500,False,True,False,True,True
Li_002075,Li,el_444ab2cda9e3cefa,False,True,False,True,True
Li_002076,Li,el_8bbd0f664f31c0c9,False,False,False,False,False
Li_002077,Li,el_ac544f387c4ef816,False,True,False,True,True
