query_id,manual_candidate_id,shortlist_priority_rank,battery_formula,formula_discharge,framework_formula,coarse_family,chemical_system_uid,query_type,query_priority,query_priority_tier,search_platform,search_query,search_url,query_note,manual_check_required,recommended_action,normalized_search_query,manual_checked,annotation_status,analogue_level,relevance_score_0_to_3,citation_title,citation_year,doi,url,source_journal_or_database,same_sodium_working_ion,same_formula,same_framework,same_transition_metal,same_anion_framework,electrochemical_evidence_reported,computed_or_experimental,manual_evidence_note,reviewer_initials,manual_check_date,needs_second_check,evidence_confidence_0_to_3,do_not_use_as_discovery_claim,manual_filling_hint,negative_result_rule
Q0141,Na_candidate_18,18,Na2-6Fe2C4SO16,Na6Fe2C4SO16,Fe2C4SO16,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,_exact_formula_sodium_ion,1,A_try_first,Google Scholar,Na6Fe2(CO3)4SO4 sodium ion battery cathode,https://scholar.google.com/scholar?q=Na6Fe2%28CO3%294SO4+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,TRUE,search_this_first,na6fe2(co3)4so4 sodium ion battery cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,"searched for keyword, did not return a relevant match for the Candidate 18 formula.",Md Efatuzzaman Efat,7/9/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0142,Na_candidate_18,18,Na2-6Fe2C4SO16,Na6Fe2C4SO16,Fe2C4SO16,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,_exact_formula_electrode,2,A_try_first,Google Scholar,Na6Fe2(CO3)4SO4 electrode cathode,https://scholar.google.com/scholar?q=Na6Fe2%28CO3%294SO4+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,TRUE,search_this_first,na6fe2(co3)4so4 electrode cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,"searched for keyword, did not return a relevant match for the Candidate 18 formula.",Md Efatuzzaman Efat,7/9/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0143,Na_candidate_18,18,Na2-6Fe2C4SO16,Na6Fe2C4SO16,Fe2C4SO16,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,_exact_formula_sodium_ion,3,A_try_first,Google Scholar,Na6Fe2(CO3)4(SO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=Na6Fe2%28CO3%294%28SO4%29+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,TRUE,search_this_first,na6fe2(co3)4(so4) sodium ion battery cathode,TRUE,general_background_only,background_only,1,Novel mixed polyanions lithium-ion battery cathode materials predicted by high-throughput ab initio computations,2011,10.1039/C1JM12648A,https://pubs.rsc.org/en/content/articlelanding/2011/jm/c1jm12648a,Journal of Materials Chemistry / Royal Society of Chemistry,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,computed,"Search for Na6Fe2(CO3)4(SO4) sodium-ion battery cathode did not return direct experimental sodium-ion cathode evidence. The best relevant result is a high-throughput ab initio study of mixed-polyanion lithium-ion cathode materials that mentions the ferrotychite sodium phase Na6Fe2(CO3)4(SO4), likely as a structural precursor or related sodium phase. This is weak computational/background evidence only, not sodium-ion cathode validation and not validation of the Materials Project triage rank",Md Efatuzzaman Efat,7/9/2026,TRUE,2,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0144,Na_candidate_18,18,Na2-6Fe2C4SO16,Na6Fe2C4SO16,Fe2C4SO16,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,_exact_formula_electrode,4,A_try_first,Google Scholar,Na6Fe2(CO3)4(SO4) electrode cathode,https://scholar.google.com/scholar?q=Na6Fe2%28CO3%294%28SO4%29+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,TRUE,search_this_first,na6fe2(co3)4(so4) electrode cathode,TRUE,general_background_only,background_only,1,Novel mixed polyanions lithium-ion battery cathode materials predicted by high-throughput ab initio computations,2011,10.1039/C1JM12648A,https://pubs.rsc.org/en/content/articlelanding/2011/jm/c1jm12648a,Journal of Materials Chemistry / Royal Society of Chemistry,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,computed,"Search for Na6Fe2(CO3)4(SO4) sodium-ion battery cathode did not return direct experimental sodium-ion cathode evidence. The best relevant result is a high-throughput ab initio study of mixed-polyanion lithium-ion cathode materials that mentions the ferrotychite sodium phase Na6Fe2(CO3)4(SO4), likely as a structural precursor or related sodium phase. This is weak computational/background evidence only, not sodium-ion cathode validation and not validation of the Materials Project triage rank",Md Efatuzzaman Efat,7/9/2026,TRUE,2,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0145,Na_candidate_18,18,Na2-6Fe2C4SO16,Na6Fe2C4SO16,Fe2C4SO16,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,_exact_formula_sodium_ion,5,A_try_first,Google Scholar,Na6Fe2(SO4)(CO3)4 sodium ion battery cathode,https://scholar.google.com/scholar?q=Na6Fe2%28SO4%29%28CO3%294+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,TRUE,search_this_first,na6fe2(so4)(co3)4 sodium ion battery cathode,TRUE,general_background_only,background_only,1,Novel mixed polyanions lithium-ion battery cathode materials predicted by high-throughput ab initio computations,2011,10.1039/C1JM12648A,https://pubs.rsc.org/en/content/articlelanding/2011/jm/c1jm12648a,Journal of Materials Chemistry / Royal Society of Chemistry,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,computed,"Search for Na6Fe2(CO3)4(SO4) electrode cathode did not return direct experimental sodium-ion cathode evidence. The best relevant result is a high-throughput ab initio study of mixed-polyanion lithium-ion cathode materials that mentions the exact ferrotychite sodium phase Na6Fe2(CO3)4(SO4). This is exact-formula computational/background evidence only, not sodium-ion cathode validation and not validation of the Materials Project triage rank",Md Efatuzzaman Efat,7/9/2026,TRUE,2,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0146,Na_candidate_18,18,Na2-6Fe2C4SO16,Na6Fe2C4SO16,Fe2C4SO16,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,_exact_formula_electrode,6,A_try_first,Google Scholar,Na6Fe2(SO4)(CO3)4 electrode cathode,https://scholar.google.com/scholar?q=Na6Fe2%28SO4%29%28CO3%294+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,TRUE,search_this_first,na6fe2(so4)(co3)4 electrode cathode,TRUE,general_background_only,background_only,1,Novel mixed polyanions lithium-ion battery cathode materials predicted by high-throughput ab initio computations,2011,10.1039/C1JM12648A,https://pubs.rsc.org/en/content/articlelanding/2011/jm/c1jm12648a,Journal of Materials Chemistry / Royal Society of Chemistry,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,computed,"Search for query ,  did not return direct experimental sodium-ion cathode evidence. The best relevant result is a high-throughput ab initio study of mixed-polyanion lithium-ion cathode materials",Md Efatuzzaman Efat,7/9/2026,TRUE,2,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0147,Na_candidate_18,18,Na2-6Fe2C4SO16,Na6Fe2C4SO16,Fe2C4SO16,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,_exact_formula_sodium_ion,7,A_try_first,Google Scholar,Na6Fe2C4SO16 sodium ion battery cathode,https://scholar.google.com/scholar?q=Na6Fe2C4SO16+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,TRUE,search_this_first,na6fe2c4so16 sodium ion battery cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,"searched for keyword, did not return a relevant match for the Candidate 18 formula.",Md Efatuzzaman Efat,7/9/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0148,Na_candidate_18,18,Na2-6Fe2C4SO16,Na6Fe2C4SO16,Fe2C4SO16,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,_exact_formula_electrode,8,A_try_first,Google Scholar,Na6Fe2C4SO16 electrode cathode,https://scholar.google.com/scholar?q=Na6Fe2C4SO16+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,TRUE,search_this_first,na6fe2c4so16 electrode cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,"searched for keyword, did not return a relevant match for the Candidate 18 formula.",Md Efatuzzaman Efat,7/9/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0149,Na_candidate_18,18,Na2-6Fe2C4SO16,Na6Fe2C4SO16,Fe2C4SO16,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,quoted_literature_formula,9,B_try_second,Google Scholar,"""Na6Fe2(CO3)4SO4"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na6Fe2%28CO3%294SO4%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,TRUE,search_if_needed,"""na6fe2(co3)4so4"" sodium ion battery cathode",TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,"searched for keyword, did not return a relevant match for the Candidate 18 formula.",Md Efatuzzaman Efat,7/9/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0150,Na_candidate_18,18,Na2-6Fe2C4SO16,Na6Fe2C4SO16,Fe2C4SO16,sulfate_or_sulfur_oxoanion_like,C-Fe-O-S,quoted_literature_formula,10,B_try_second,Google Scholar,"""Na6Fe2(CO3)4(SO4)"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na6Fe2%28CO3%294%28SO4%29%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,TRUE,search_if_needed,"""na6fe2(co3)4(so4)"" sodium ion battery cathode",TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,"searched for keyword, did not return a relevant match for the Candidate 19 formula.",Md Efatuzzaman Efat,7/9/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0151,Na_candidate_19,19,Na1-3FeAsCO7,Na3FeAsCO7,FeAsCO7,transition_metal_oxide_like,As-C-Fe-O,_exact_formula_sodium_ion,1,A_try_first,Google Scholar,Na3FeAsO4CO3 sodium ion battery cathode,https://scholar.google.com/scholar?q=Na3FeAsO4CO3+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,TRUE,search_this_first,na3feaso4co3 sodium ion battery cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,"searched for keyword, did not return a relevant match for the Candidate 19 formula.",Md Efatuzzaman Efat,7/9/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0152,Na_candidate_19,19,Na1-3FeAsCO7,Na3FeAsCO7,FeAsCO7,transition_metal_oxide_like,As-C-Fe-O,_exact_formula_electrode,2,A_try_first,Google Scholar,Na3FeAsO4CO3 electrode cathode,https://scholar.google.com/scholar?q=Na3FeAsO4CO3+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,TRUE,search_this_first,na3feaso4co3 electrode cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,"searched for keyword, did not return a relevant match for the Candidate 19 formula.",Md Efatuzzaman Efat,7/9/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0153,Na_candidate_19,19,Na1-3FeAsCO7,Na3FeAsCO7,FeAsCO7,transition_metal_oxide_like,As-C-Fe-O,_exact_formula_sodium_ion,3,A_try_first,Google Scholar,Na3Fe(CO3)(AsO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=Na3Fe%28CO3%29%28AsO4%29+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,TRUE,search_this_first,na3fe(co3)(aso4) sodium ion battery cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,"searched for keyword, did not return a relevant match for the Candidate 19 formula.",Md Efatuzzaman Efat,7/9/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0154,Na_candidate_19,19,Na1-3FeAsCO7,Na3FeAsCO7,FeAsCO7,transition_metal_oxide_like,As-C-Fe-O,_exact_formula_electrode,4,A_try_first,Google Scholar,Na3Fe(CO3)(AsO4) electrode cathode,https://scholar.google.com/scholar?q=Na3Fe%28CO3%29%28AsO4%29+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,TRUE,search_this_first,na3fe(co3)(aso4) electrode cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,"searched for keyword, did not return a relevant match for the Candidate 19 formula.",Md Efatuzzaman Efat,7/9/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0155,Na_candidate_19,19,Na1-3FeAsCO7,Na3FeAsCO7,FeAsCO7,transition_metal_oxide_like,As-C-Fe-O,_exact_formula_sodium_ion,5,A_try_first,Google Scholar,Na3Fe(AsO4)(CO3) sodium ion battery cathode,https://scholar.google.com/scholar?q=Na3Fe%28AsO4%29%28CO3%29+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,TRUE,search_this_first,na3fe(aso4)(co3) sodium ion battery cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,"searched for keyword, did not return a relevant match for the Candidate 19 formula.",Md Efatuzzaman Efat,7/9/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0156,Na_candidate_19,19,Na1-3FeAsCO7,Na3FeAsCO7,FeAsCO7,transition_metal_oxide_like,As-C-Fe-O,_exact_formula_electrode,6,A_try_first,Google Scholar,Na3Fe(AsO4)(CO3) electrode cathode,https://scholar.google.com/scholar?q=Na3Fe%28AsO4%29%28CO3%29+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,TRUE,search_this_first,na3fe(aso4)(co3) electrode cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,"searched for keyword, did not return a relevant match for the Candidate 19 formula.",Md Efatuzzaman Efat,7/9/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0157,Na_candidate_19,19,Na1-3FeAsCO7,Na3FeAsCO7,FeAsCO7,transition_metal_oxide_like,As-C-Fe-O,quoted_literature_formula,7,B_try_second,Google Scholar,"""Na3FeAsO4CO3"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na3FeAsO4CO3%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,TRUE,search_if_needed,"""na3feaso4co3"" sodium ion battery cathode",FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0158,Na_candidate_19,19,Na1-3FeAsCO7,Na3FeAsCO7,FeAsCO7,transition_metal_oxide_like,As-C-Fe-O,quoted_literature_formula,8,B_try_second,Google Scholar,"""Na3Fe(CO3)(AsO4)"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na3Fe%28CO3%29%28AsO4%29%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,TRUE,search_if_needed,"""na3fe(co3)(aso4)"" sodium ion battery cathode",FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0159,Na_candidate_19,19,Na1-3FeAsCO7,Na3FeAsCO7,FeAsCO7,transition_metal_oxide_like,As-C-Fe-O,variable_sodium_literature_formula,9,B_try_second,Google Scholar,NaxFeAsO4CO3 sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxFeAsO4CO3+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,TRUE,search_if_needed,naxfeaso4co3 sodium ion battery cathode,FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0160,Na_candidate_19,19,Na1-3FeAsCO7,Na3FeAsCO7,FeAsCO7,transition_metal_oxide_like,As-C-Fe-O,variable_sodium_literature_formula,10,B_try_second,Google Scholar,NaxFe(CO3)(AsO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxFe%28CO3%29%28AsO4%29+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,TRUE,search_if_needed,naxfe(co3)(aso4) sodium ion battery cathode,FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0161,Na_candidate_20,20,Na1-3CrPCO7,Na3CrPCO7,CrPCO7,polyanion_phosphate_like,C-Cr-O-P,_exact_formula_sodium_ion,1,A_try_first,Google Scholar,Na3CrPO4CO3 sodium ion battery cathode,https://scholar.google.com/scholar?q=Na3CrPO4CO3+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,TRUE,search_this_first,na3crpo4co3 sodium ion battery cathode,TRUE,exact_or_near_exact_formula,near_exact_formula,2,"First-Principles Study on the Electrochemical Properties of Cr/V-Doped Na3TMPO4CO3 (TM = Fe, Mn)",2023,10.13563/j.cnki.jmolsci.2023.18.111,https://openurl.ebsco.com/EPDB%3Agcd%3A8%3A35284424/detailv2?sid=ebsco%3Aplink%3Ascholar-a&id=ebsco%3Agcd%3A173113226&crl=c&jrnl=10009035&id_token_hint=eyJraWQiOiIxNzY5MTEwMjQ0MDQ3IiwiYWxnIjoiUlMyNTYifQ.eyJzdWIiOiJuczA1NjA4NC5tYWluIiwiZGV2aWNlX2lkIjoiNzE2YjViNWMtM2I0Zi00MDk1LWEzNjYtM2E1NDE4NTllMDE2IiwiYW1yIjpbImlwIl0sImlzcyI6Imh0dHBzOi8vYXV0aC5lYnNjby56b25lL2FwaS9kaXNwYXRjaGVyIiwiY2xpZW50X2lkIjoiYXdneWNJeDU3TXJ3bkRRNWg0VWU2eUNWRVAwcjVNdDkiLCJhdWQiOlsiaHR0cHM6Ly9hdXRoLmVic2NvLnpvbmUvYXBpL2Rpc3BhdGNoZXIiLCJodHRwOi8vYXV0aC1jeHQtbWdyLmVob3N0LWxpdmUuZWtzLmVob3N0LWxpdmUuZWlzbHouY29tIiwiaHR0cDovL3hmZi1wcm9jZXNzb3ItamF2YS5laG9zdC1kZXYuZWtzLmVob3N0LWRldnFhLmVpc2x6LmNvbS9zd2FnZ2VyLXVpL2luZGV4Lmh0bWwiLCJodHRwczovL2FjY2Vzcy1hcGkuZWJzY28uY29tIiwiYXdneWNJeDU3TXJ3bkRRNWg0VWU2eUNWRVAwcjVNdDkiXSwiYXpwIjoiYXdneWNJeDU3TXJ3bkRRNWg0VWU2eUNWRVAwcjVNdDkiLCJpZHQiOiJpbnN0aXR1dGlvbmFsIiwiZXhwIjoxNzgzNjE3ODQyLCJpYXQiOjE3ODM2MTQyNDIsImNsaWVudF9uYW1lIjoiV2ViYXV0aCAtIE5ldyBFRFMgaWRfdG9rZW4iLCJqdGkiOiI0MGQzNTczOS02MWUwLTRkZGQtYTQ3Yy0wNDBkODU3MGFkOGYiLCJ1c2VybmFtZSI6Ikluc3RpdHV0aW9uYWxVc2VyIn0.tWeNXAWG_57n5nycBjtACWRlhiiqrEoTSXDEiuDpK1w467T1mvuBlkqjaGoazyYCe19KqQQ_LzvmxNe4mt4AaKmhfk6k9HJYcpFmv1gAH_uL54glKUxfk-ddH_yt1B2KGpsqIlPaG4G8Bunu9C-j70gPYn2pOktOfhfb3yHXYViNKyGDNlN7miIo4j7A-ubbedflhHAxzQOcyphHG_Vo-wZ6CbZfTfgANhsdpagcmrjc42WydM2KNn8pU53RYxasZj92dj-EyhEKTEFaMSKLiocEyDinuVgc_LyxNiQ9B8XLvrk8PFfb4k2MIzB0xmtetVrRejv2glJEJUfMgal11Q&link_origin=scholar.google.com,Journal of Molecular Science / EBSCOhost,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,computed,"First-principles computational study of Cr/V-doped Na3TMPO4CO3 carbonophosphate materials for sodium-ion battery electrochemical properties. The Google Scholar snippet mentions Na3CrPO4CO3, but the accessible abstract mainly describes Cr/V-doped Na3FePO4CO3 and Na3MnPO4CO3 systems rather than an experimental exact Na3CrPO4CO3 cathode. This is useful near-exact computational carbonophosphate evidence only, not experimental validation of Candidate 20 or the Materials Project triage rank",Md Efatuzzaman Efat,7/9/2026,TRUE,2,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0162,Na_candidate_20,20,Na1-3CrPCO7,Na3CrPCO7,CrPCO7,polyanion_phosphate_like,C-Cr-O-P,_exact_formula_electrode,2,A_try_first,Google Scholar,Na3CrPO4CO3 electrode cathode,https://scholar.google.com/scholar?q=Na3CrPO4CO3+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,TRUE,search_this_first,na3crpo4co3 electrode cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,"searched for keyword, did not return a relevant match for the Candidate 20 formula.",Md Efatuzzaman Efat,7/9/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0163,Na_candidate_20,20,Na1-3CrPCO7,Na3CrPCO7,CrPCO7,polyanion_phosphate_like,C-Cr-O-P,_exact_formula_sodium_ion,3,A_try_first,Google Scholar,Na3Cr(CO3)(PO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=Na3Cr%28CO3%29%28PO4%29+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,TRUE,search_this_first,na3cr(co3)(po4) sodium ion battery cathode,TRUE,general_background_only,background_only,1,Novel mixed polyanions lithium-ion battery cathode materials predicted by high-throughput ab initio computations,2011,10.1039/C1JM12648A,https://pubs.rsc.org/en/content/articlelanding/2011/jm/c1jm12648a,Journal of Materials Chemistry / Royal Society of Chemistry,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,computed,"Search for Na3Cr(CO3)(PO4) sodium-ion battery cathode did not return exact experimental chromium carbonophosphate cathode evidence. The best relevant visible result is a high-throughput ab initio mixed-polyanion cathode screening paper that discusses carbonate-phosphate/sidorenkite-type chemistry, but it is not an experimental sodium-ion Na3Cr(CO3)(PO4) cathode paper and does not clearly validate the exact Candidate 20 formula. This is background computational evidence only, not validation of the Materials Project triage rank",Md Efatuzzaman Efat,7/9/2026,TRUE,2,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
